Date,CountryAbbrv,Sales
2021-05-17,IRN,81
2021-05-17,VNM,95
2021-05-17,PHL,286
2021-05-17,BGD,857
2021-05-17,PAK,804
2021-05-17,IDN,698
2021-05-17,CHN,2520
2021-05-17,IND,4804
2021-05-17,LVA,274
2021-05-17,SVN,284
2021-05-17,LTU,550
2021-05-17,HRV,397
2021-05-17,IRL,1186
2021-05-17,SVK,652
2021-05-17,FIN,598
2021-05-17,DNK,479
2021-05-17,BGR,713
2021-05-17,AUT,988
2021-05-17,HUN,975
2021-05-17,GRC,441
2021-05-17,PRT,1529
2021-05-17,SWE,1137
2021-05-17,CZE,830
2021-05-17,BEL,1312
2021-05-17,NLD,1973
2021-05-17,ROU,2049
2021-05-17,POL,3866
2021-05-17,ESP,7942
2021-05-17,ITA,8066
2021-05-17,FRA,4456
2021-05-17,DEU,2156
2021-05-17,JPN,3428
2021-05-17,CAN,1601
2021-05-17,USA,12336
2021-05-17,MKD,37
2021-05-17,MDA,69
2021-05-17,ALB,54
2021-05-17,BIH,43
2021-05-17,NOR,83
2021-05-17,SRB,181
2021-05-17,CHE,77
2021-05-17,BLR,226
2021-05-17,UKR,1219
2021-05-17,GBR,1470
2021-05-17,RUS,4007
2021-05-17,TTO,53
2021-05-17,JAM,98
2021-05-17,PRI,166
2021-05-17,URY,157
2021-05-17,PAN,40
2021-05-17,CRI,146
2021-05-17,SLV,342
2021-05-17,PRY,312
2021-05-17,NIC,376
2021-05-17,HND,361
2021-05-17,CUB,327
2021-05-17,DOM,399
2021-05-17,HTI,468
2021-05-17,BOL,510
2021-05-17,GTM,753
2021-05-17,ECU,235
2021-05-17,CHL,854
2021-05-17,VEN,1159
2021-05-17,PER,1607
2021-05-17,ARG,349
2021-05-17,COL,2286
2021-05-17,MEX,6421
2021-05-17,BRA,9093
2021-05-24,GNQ,9
2021-05-24,GNB,14
2021-05-24,LSO,10
2021-05-24,GAB,18
2021-05-24,NAM,14
2021-05-24,BWA,13
2021-05-24,GMB,14
2021-05-24,ERI,19
2021-05-24,MRT,43
2021-05-24,LBR,41
2021-05-24,CAF,13
2021-05-24,COG,26
2021-05-24,LBY,49
2021-05-24,SLE,50
2021-05-24,TGO,45
2021-05-24,SSD,59
2021-05-24,TUN,43
2021-05-24,BDI,56
2021-05-24,BEN,39
2021-05-24,RWA,74
2021-05-24,GIN,79
2021-05-24,ZWE,58
2021-05-24,SEN,112
2021-05-24,SOM,76
2021-05-24,TCD,67
2021-05-24,ZMB,115
2021-05-24,MWI,99
2021-05-24,BFA,113
2021-05-24,MLI,171
2021-05-24,NER,160
2021-05-24,CMR,53
2021-05-24,CIV,141
2021-05-24,MDG,204
2021-05-24,MOZ,111
2021-05-24,GHA,175
2021-05-24,AGO,168
2021-05-24,MAR,274
2021-05-24,DZA,161
2021-05-24,SDN,528
2021-05-24,UGA,350
2021-05-24,KEN,396
2021-05-24,ZAF,300
2021-05-24,TZA,430
2021-05-24,COD,435
2021-05-24,EGY,520
2021-05-24,ETH,636
2021-05-24,NGA,1177
2021-05-24,QAT,5
2021-05-24,ARM,3
2021-05-24,MNG,8
2021-05-24,GEO,8
2021-05-24,KWT,4
2021-05-24,OMN,9
2021-05-24,PSE,18
2021-05-24,NZL,2
2021-05-24,LBN,20
2021-05-24,SGP,16
2021-05-24,TKM,13
2021-05-24,KGZ,8
2021-05-24,HKG,19
2021-05-24,LAO,23
2021-05-24,ARE,28
2021-05-24,ISR,24
2021-05-24,AZE,21
2021-05-24,TJK,20
2021-05-24,PNG,39
2021-05-24,JOR,27
2021-05-24,KHM,48
2021-05-24,KAZ,89
2021-05-24,LKA,52
2021-05-24,SYR,66
2021-05-24,PRK,22
2021-05-24,AUS,117
2021-05-24,NPL,82
2021-05-24,MYS,47
2021-05-24,YEM,12
2021-05-24,UZB,83
2021-05-24,SAU,85
2021-05-24,AFG,82
2021-05-24,IRQ,52
2021-05-24,KOR,172
2021-05-24,MMR,117
2021-05-24,THA,158
2021-05-24,TUR,182
2021-05-24,IRN,198
2021-05-24,VNM,395
2021-05-24,PHL,269
2021-05-24,BGD,366
2021-05-24,PAK,631
2021-05-24,IDN,585
2021-05-24,CHN,3847
2021-05-24,IND,3136
2021-05-24,LVA,286
2021-05-24,SVN,389
2021-05-24,LTU,267
2021-05-24,HRV,341
2021-05-24,IRL,138
2021-05-24,SVK,1010
2021-05-24,FIN,242
2021-05-24,DNK,507
2021-05-24,BGR,676
2021-05-24,AUT,1065
2021-05-24,HUN,1012
2021-05-24,GRC,1646
2021-05-24,PRT,2338
2021-05-24,SWE,937
2021-05-24,CZE,855
2021-05-24,BEL,810
2021-05-24,NLD,1463
2021-05-24,ROU,1512
2021-05-24,POL,6839
2021-05-24,ESP,4703
2021-05-24,ITA,3033
2021-05-24,FRA,8475
2021-05-24,DEU,11475
2021-05-24,JPN,3829
2021-05-24,CAN,2423
2021-05-24,USA,22083
2021-05-24,MKD,18
2021-05-24,MDA,54
2021-05-24,ALB,77
2021-05-24,BIH,76
2021-05-24,NOR,87
2021-05-24,SRB,155
2021-05-24,CHE,196
2021-05-24,BLR,121
2021-05-24,UKR,952
2021-05-24,GBR,1293
2021-05-24,RUS,3451
2021-05-24,TTO,25
2021-05-24,JAM,71
2021-05-24,PRI,97
2021-05-24,URY,164
2021-05-24,PAN,222
2021-05-24,CRI,33
2021-05-24,SLV,289
2021-05-24,PRY,166
2021-05-24,NIC,249
2021-05-24,HND,469
2021-05-24,CUB,425
2021-05-24,DOM,430
2021-05-24,HTI,115
2021-05-24,BOL,890
2021-05-24,GTM,532
2021-05-24,ECU,391
2021-05-24,CHL,552
2021-05-24,VEN,1172
2021-05-24,PER,1914
2021-05-24,ARG,1941
2021-05-24,COL,1503
2021-05-24,MEX,3512
2021-05-24,BRA,2638
2021-05-31,GNQ,8
2021-05-31,GNB,10
2021-05-31,LSO,11
2021-05-31,GAB,7
2021-05-31,NAM,20
2021-05-31,BWA,13
2021-05-31,GMB,14
2021-05-31,ERI,10
2021-05-31,MRT,18
2021-05-31,LBR,26
2021-05-31,CAF,28
2021-05-31,COG,29
2021-05-31,LBY,11
2021-05-31,SLE,50
2021-05-31,TGO,43
2021-05-31,SSD,48
2021-05-31,TUN,29
2021-05-31,BDI,69
2021-05-31,BEN,36
2021-05-31,RWA,35
2021-05-31,GIN,69
2021-05-31,ZWE,13
2021-05-31,SEN,45
2021-05-31,SOM,135
2021-05-31,TCD,118
2021-05-31,ZMB,52
2021-05-31,MWI,156
2021-05-31,BFA,135
2021-05-31,MLI,116
2021-05-31,NER,138
2021-05-31,CMR,130
2021-05-31,CIV,192
2021-05-31,MDG,150
2021-05-31,MOZ,180
2021-05-31,GHA,203
2021-05-31,AGO,167
2021-05-31,MAR,227
2021-05-31,DZA,108
2021-05-31,SDN,201
2021-05-31,UGA,153
2021-05-31,KEN,182
2021-05-31,ZAF,528
2021-05-31,TZA,261
2021-05-31,COD,757
2021-05-31,EGY,384
2021-05-31,ETH,714
2021-05-31,NGA,926
2021-05-31,QAT,2
2021-05-31,ARM,7
2021-05-31,MNG,7
2021-05-31,GEO,8
2021-05-31,KWT,13
2021-05-31,OMN,4
2021-05-31,PSE,10
2021-05-31,NZL,4
2021-05-31,LBN,11
2021-05-31,SGP,10
2021-05-31,TKM,15
2021-05-31,KGZ,15
2021-05-31,HKG,27
2021-05-31,LAO,17
2021-05-31,ARE,21
2021-05-31,ISR,-0
2021-05-31,AZE,19
2021-05-31,TJK,9
2021-05-31,PNG,27
2021-05-31,JOR,20
2021-05-31,KHM,32
2021-05-31,KAZ,52
2021-05-31,LKA,34
2021-05-31,SYR,5
2021-05-31,PRK,54
2021-05-31,AUS,46
2021-05-31,NPL,81
2021-05-31,MYS,58
2021-05-31,YEM,74
2021-05-31,UZB,29
2021-05-31,SAU,112
2021-05-31,AFG,51
2021-05-31,IRQ,110
2021-05-31,KOR,83
2021-05-31,MMR,73
2021-05-31,THA,179
2021-05-31,TUR,170
2021-05-31,IRN,75
2021-05-31,VNM,183
2021-05-31,PHL,444
2021-05-31,BGD,367
2021-05-31,PAK,376
2021-05-31,IDN,775
2021-05-31,CHN,3143
2021-05-31,IND,2874
2021-05-31,LVA,303
2021-05-31,SVN,116
2021-05-31,LTU,562
2021-05-31,HRV,496
2021-05-31,IRL,1044
2021-05-31,SVK,871
2021-05-31,FIN,932
2021-05-31,DNK,1011
2021-05-31,BGR,962
2021-05-31,AUT,2011
2021-05-31,HUN,2838
2021-05-31,GRC,860
2021-05-31,PRT,1533
2021-05-31,SWE,1439
2021-05-31,CZE,1387
2021-05-31,BEL,2473
2021-05-31,NLD,2321
2021-05-31,ROU,3571
2021-05-31,POL,3664
2021-05-31,ESP,4837
2021-05-31,ITA,9388
2021-05-31,FRA,10143
2021-05-31,DEU,7775
2021-05-31,JPN,6260
2021-05-31,CAN,2570
2021-05-31,USA,27847
2021-05-31,MKD,102
2021-05-31,MDA,41
2021-05-31,ALB,93
2021-05-31,BIH,90
2021-05-31,NOR,193
2021-05-31,SRB,119
2021-05-31,CHE,453
2021-05-31,BLR,42
2021-05-31,UKR,1466
2021-05-31,GBR,2462
2021-05-31,RUS,5261
2021-05-31,TTO,65
2021-05-31,JAM,91
2021-05-31,PRI,133
2021-05-31,URY,140
2021-05-31,PAN,85
2021-05-31,CRI,170
2021-05-31,SLV,267
2021-05-31,PRY,285
2021-05-31,NIC,303
2021-05-31,HND,468
2021-05-31,CUB,486
2021-05-31,DOM,270
2021-05-31,HTI,616
2021-05-31,BOL,712
2021-05-31,GTM,270
2021-05-31,ECU,921
2021-05-31,CHL,747
2021-05-31,VEN,1205
2021-05-31,PER,1486
2021-05-31,ARG,2067
2021-05-31,COL,3348
2021-05-31,MEX,5578
2021-05-31,BRA,10987
2021-06-07,GNQ,7
2021-06-07,GNB,10
2021-06-07,LSO,19
2021-06-07,GAB,10
2021-06-07,NAM,11
2021-06-07,BWA,11
2021-06-07,GMB,7
2021-06-07,ERI,20
2021-06-07,MRT,17
2021-06-07,LBR,24
2021-06-07,CAF,32
2021-06-07,COG,26
2021-06-07,LBY,38
2021-06-07,SLE,28
2021-06-07,TGO,22
2021-06-07,SSD,50
2021-06-07,TUN,69
2021-06-07,BDI,56
2021-06-07,BEN,60
2021-06-07,RWA,60
2021-06-07,GIN,82
2021-06-07,ZWE,58
2021-06-07,SEN,112
2021-06-07,SOM,17
2021-06-07,TCD,63
2021-06-07,ZMB,96
2021-06-07,MWI,79
2021-06-07,BFA,116
2021-06-07,MLI,89
2021-06-07,NER,113
2021-06-07,CMR,95
2021-06-07,CIV,42
2021-06-07,MDG,72
2021-06-07,MOZ,113
2021-06-07,GHA,68
2021-06-07,AGO,198
2021-06-07,MAR,150
2021-06-07,DZA,189
2021-06-07,SDN,115
2021-06-07,UGA,241
2021-06-07,KEN,0
2021-06-07,ZAF,309
2021-06-07,TZA,286
2021-06-07,COD,489
2021-06-07,EGY,507
2021-06-07,ETH,541
2021-06-07,NGA,1201
2021-06-07,QAT,7
2021-06-07,ARM,4
2021-06-07,MNG,6
2021-06-07,GEO,6
2021-06-07,KWT,7
2021-06-07,OMN,8
2021-06-07,PSE,7
2021-06-07,NZL,8
2021-06-07,LBN,9
2021-06-07,SGP,17
2021-06-07,TKM,10
2021-06-07,KGZ,14
2021-06-07,HKG,15
2021-06-07,LAO,0
2021-06-07,ARE,23
2021-06-07,ISR,2
2021-06-07,AZE,17
2021-06-07,TJK,14
2021-06-07,PNG,15
2021-06-07,JOR,18
2021-06-07,KHM,24
2021-06-07,KAZ,16
2021-06-07,LKA,31
2021-06-07,SYR,51
2021-06-07,PRK,36
2021-06-07,AUS,45
2021-06-07,NPL,82
2021-06-07,MYS,0
2021-06-07,YEM,29
2021-06-07,UZB,64
2021-06-07,SAU,56
2021-06-07,AFG,59
2021-06-07,IRQ,68
2021-06-07,KOR,75
2021-06-07,MMR,110
2021-06-07,THA,131
2021-06-07,TUR,149
2021-06-07,IRN,150
2021-06-07,VNM,172
2021-06-07,PHL,271
2021-06-07,BGD,107
2021-06-07,PAK,423
2021-06-07,IDN,517
2021-06-07,CHN,1755
2021-06-07,IND,2284
2021-06-07,LVA,305
2021-06-07,SVN,373
2021-06-07,LTU,298
2021-06-07,HRV,1107
2021-06-07,IRL,637
2021-06-07,SVK,1111
2021-06-07,FIN,1348
2021-06-07,DNK,1264
2021-06-07,BGR,1806
2021-06-07,AUT,1840
2021-06-07,HUN,2223
2021-06-07,GRC,2150
2021-06-07,PRT,3271
2021-06-07,SWE,3279
2021-06-07,CZE,1744
2021-06-07,BEL,1598
2021-06-07,NLD,7548
2021-06-07,ROU,0
2021-06-07,POL,6064
2021-06-07,ESP,9707
2021-06-07,ITA,10807
2021-06-07,FRA,16984
2021-06-07,DEU,8233
2021-06-07,JPN,7527
2021-06-07,CAN,7512
2021-06-07,USA,10444
2021-06-07,MKD,94
2021-06-07,MDA,81
2021-06-07,ALB,248
2021-06-07,BIH,257
2021-06-07,NOR,205
2021-06-07,SRB,515
2021-06-07,CHE,337
2021-06-07,BLR,543
2021-06-07,UKR,707
2021-06-07,GBR,3112
2021-06-07,RUS,9704
2021-06-07,TTO,74
2021-06-07,JAM,135
2021-06-07,PRI,219
2021-06-07,URY,114
2021-06-07,PAN,164
2021-06-07,CRI,220
2021-06-07,SLV,320
2021-06-07,PRY,319
2021-06-07,NIC,88
2021-06-07,HND,499
2021-06-07,CUB,0
2021-06-07,DOM,432
2021-06-07,HTI,411
2021-06-07,BOL,652
2021-06-07,GTM,751
2021-06-07,ECU,690
2021-06-07,CHL,721
2021-06-07,VEN,1321
2021-06-07,PER,1673
2021-06-07,ARG,3931
2021-06-07,COL,3618
2021-06-07,MEX,8517
2021-06-07,BRA,5874
2021-06-14,GNQ,10
2021-06-14,GNB,11
2021-06-14,LSO,13
2021-06-14,GAB,12
2021-06-14,NAM,13
2021-06-14,BWA,12
2021-06-14,GMB,15
2021-06-14,ERI,14
2021-06-14,MRT,12
2021-06-14,LBR,30
2021-06-14,CAF,41
2021-06-14,COG,29
2021-06-14,LBY,31
2021-06-14,SLE,45
2021-06-14,TGO,37
2021-06-14,SSD,23
2021-06-14,TUN,74
2021-06-14,BDI,58
2021-06-14,BEN,99
2021-06-14,RWA,70
2021-06-14,GIN,63
2021-06-14,ZWE,79
2021-06-14,SEN,80
2021-06-14,SOM,93
2021-06-14,TCD,82
2021-06-14,ZMB,172
2021-06-14,MWI,75
2021-06-14,BFA,143
2021-06-14,MLI,86
2021-06-14,NER,156
2021-06-14,CMR,118
2021-06-14,CIV,197
2021-06-14,MDG,160
2021-06-14,MOZ,189
2021-06-14,GHA,346
2021-06-14,AGO,175
2021-06-14,MAR,294
2021-06-14,DZA,220
2021-06-14,SDN,212
2021-06-14,UGA,200
2021-06-14,KEN,261
2021-06-14,ZAF,324
2021-06-14,TZA,388
2021-06-14,COD,430
2021-06-14,EGY,565
2021-06-14,ETH,649
2021-06-14,NGA,1197
2021-06-14,QAT,3
2021-06-14,ARM,6
2021-06-14,MNG,5
2021-06-14,GEO,0
2021-06-14,KWT,9
2021-06-14,OMN,9
2021-06-14,PSE,9
2021-06-14,NZL,12
2021-06-14,LBN,7
2021-06-14,SGP,13
2021-06-14,TKM,12
2021-06-14,KGZ,11
2021-06-14,HKG,14
2021-06-14,LAO,9
2021-06-14,ARE,13
2021-06-14,ISR,4
2021-06-14,AZE,19
2021-06-14,TJK,13
2021-06-14,PNG,19
2021-06-14,JOR,17
2021-06-14,KHM,31
2021-06-14,KAZ,53
2021-06-14,LKA,42
2021-06-14,SYR,48
2021-06-14,PRK,71
2021-06-14,AUS,22
2021-06-14,NPL,51
2021-06-14,MYS,82
2021-06-14,YEM,66
2021-06-14,UZB,88
2021-06-14,SAU,94
2021-06-14,AFG,81
2021-06-14,IRQ,78
2021-06-14,KOR,104
2021-06-14,MMR,118
2021-06-14,THA,111
2021-06-14,TUR,189
2021-06-14,IRN,108
2021-06-14,VNM,92
2021-06-14,PHL,195
2021-06-14,BGD,316
2021-06-14,PAK,621
2021-06-14,IDN,519
2021-06-14,CHN,2026
2021-06-14,IND,2056
2021-06-14,LVA,0
2021-06-14,SVN,571
2021-06-14,LTU,1890
2021-06-14,HRV,1495
2021-06-14,IRL,2282
2021-06-14,SVK,2474
2021-06-14,FIN,1552
2021-06-14,DNK,2313
2021-06-14,BGR,1485
2021-06-14,AUT,3023
2021-06-14,HUN,4593
2021-06-14,GRC,4158
2021-06-14,PRT,3371
2021-06-14,SWE,452
2021-06-14,CZE,4231
2021-06-14,BEL,4061
2021-06-14,NLD,4042
2021-06-14,ROU,3970
2021-06-14,POL,20678
2021-06-14,ESP,19529
2021-06-14,ITA,17404
2021-06-14,FRA,12763
2021-06-14,DEU,17072
2021-06-14,JPN,11359
2021-06-14,CAN,11782
2021-06-14,USA,69199
2021-06-14,MKD,85
2021-06-14,MDA,122
2021-06-14,ALB,203
2021-06-14,BIH,232
2021-06-14,NOR,399
2021-06-14,SRB,479
2021-06-14,CHE,624
2021-06-14,BLR,294
2021-06-14,UKR,2860
2021-06-14,GBR,3542
2021-06-14,RUS,9630
2021-06-14,TTO,71
2021-06-14,JAM,60
2021-06-14,PRI,0
2021-06-14,URY,145
2021-06-14,PAN,272
2021-06-14,CRI,206
2021-06-14,SLV,276
2021-06-14,PRY,265
2021-06-14,NIC,250
2021-06-14,HND,382
2021-06-14,CUB,435
2021-06-14,DOM,671
2021-06-14,HTI,391
2021-06-14,BOL,433
2021-06-14,GTM,1267
2021-06-14,ECU,324
2021-06-14,CHL,1031
2021-06-14,VEN,894
2021-06-14,PER,1150
2021-06-14,ARG,1826
2021-06-14,COL,2261
2021-06-14,MEX,4699
2021-06-14,BRA,19423
2021-06-21,GNQ,7
2021-06-21,GNB,14
2021-06-21,LSO,16
2021-06-21,GAB,9
2021-06-21,NAM,14
2021-06-21,BWA,11
2021-06-21,GMB,14
2021-06-21,ERI,20
2021-06-21,MRT,23
2021-06-21,LBR,25
2021-06-21,CAF,42
2021-06-21,COG,19
2021-06-21,LBY,46
2021-06-21,SLE,53
2021-06-21,TGO,41
2021-06-21,SSD,11
2021-06-21,TUN,61
2021-06-21,BDI,43
2021-06-21,BEN,42
2021-06-21,RWA,65
2021-06-21,GIN,64
2021-06-21,ZWE,73
2021-06-21,SEN,89
2021-06-21,SOM,109
2021-06-21,TCD,45
2021-06-21,ZMB,50
2021-06-21,MWI,94
2021-06-21,BFA,68
2021-06-21,MLI,57
2021-06-21,NER,152
2021-06-21,CMR,63
2021-06-21,CIV,132
2021-06-21,MDG,128
2021-06-21,MOZ,44
2021-06-21,GHA,115
2021-06-21,AGO,119
2021-06-21,MAR,174
2021-06-21,DZA,200
2021-06-21,SDN,216
2021-06-21,UGA,161
2021-06-21,KEN,260
2021-06-21,ZAF,308
2021-06-21,TZA,299
2021-06-21,COD,419
2021-06-21,EGY,496
2021-06-21,ETH,601
2021-06-21,NGA,2025
2021-06-21,QAT,7
2021-06-21,ARM,8
2021-06-21,MNG,11
2021-06-21,GEO,16
2021-06-21,KWT,11
2021-06-21,OMN,16
2021-06-21,PSE,17
2021-06-21,NZL,7
2021-06-21,LBN,9
2021-06-21,SGP,21
2021-06-21,TKM,10
2021-06-21,KGZ,6
2021-06-21,HKG,19
2021-06-21,LAO,20
2021-06-21,ARE,0
2021-06-21,ISR,23
2021-06-21,AZE,29
2021-06-21,TJK,27
2021-06-21,PNG,14
2021-06-21,JOR,47
2021-06-21,KHM,23
2021-06-21,KAZ,49
2021-06-21,LKA,50
2021-06-21,SYR,10
2021-06-21,PRK,5
2021-06-21,AUS,144
2021-06-21,NPL,141
2021-06-21,MYS,121
2021-06-21,YEM,79
2021-06-21,UZB,57
2021-06-21,SAU,113
2021-06-21,AFG,76
2021-06-21,IRQ,100
2021-06-21,KOR,173
2021-06-21,MMR,203
2021-06-21,THA,196
2021-06-21,TUR,264
2021-06-21,IRN,246
2021-06-21,VNM,189
2021-06-21,PHL,46
2021-06-21,BGD,477
2021-06-21,PAK,540
2021-06-21,IDN,209
2021-06-21,CHN,2250
2021-06-21,IND,1898
2021-06-21,LVA,66
2021-06-21,SVN,553
2021-06-21,LTU,946
2021-06-21,HRV,1063
2021-06-21,IRL,1267
2021-06-21,SVK,1441
2021-06-21,FIN,1376
2021-06-21,DNK,2087
2021-06-21,BGR,1746
2021-06-21,AUT,2913
2021-06-21,HUN,4410
2021-06-21,GRC,3416
2021-06-21,PRT,3577
2021-06-21,SWE,3753
2021-06-21,CZE,0
2021-06-21,BEL,3485
2021-06-21,NLD,7862
2021-06-21,ROU,6587
2021-06-21,POL,4504
2021-06-21,ESP,12203
2021-06-21,ITA,25044
2021-06-21,FRA,17775
2021-06-21,DEU,30054
2021-06-21,JPN,9582
2021-06-21,CAN,3576
2021-06-21,USA,67997
2021-06-21,MKD,158
2021-06-21,MDA,161
2021-06-21,ALB,103
2021-06-21,BIH,96
2021-06-21,NOR,323
2021-06-21,SRB,207
2021-06-21,CHE,536
2021-06-21,BLR,586
2021-06-21,UKR,1587
2021-06-21,GBR,3354
2021-06-21,RUS,8675
2021-06-21,TTO,65
2021-06-21,JAM,107
2021-06-21,PRI,139
2021-06-21,URY,146
2021-06-21,PAN,179
2021-06-21,CRI,7
2021-06-21,SLV,308
2021-06-21,PRY,166
2021-06-21,NIC,348
2021-06-21,HND,810
2021-06-21,CUB,484
2021-06-21,DOM,468
2021-06-21,HTI,489
2021-06-21,BOL,536
2021-06-21,GTM,848
2021-06-21,ECU,741
2021-06-21,CHL,1052
2021-06-21,VEN,1188
2021-06-21,PER,1885
2021-06-21,ARG,2250
2021-06-21,COL,2029
2021-06-21,MEX,3971
2021-06-21,BRA,7078
2021-06-28,GNQ,6
2021-06-28,GNB,10
2021-06-28,LSO,12
2021-06-28,GAB,12
2021-06-28,NAM,8
2021-06-28,BWA,14
2021-06-28,GMB,5
2021-06-28,ERI,16
2021-06-28,MRT,15
2021-06-28,LBR,25
2021-06-28,CAF,42
2021-06-28,COG,23
2021-06-28,LBY,23
2021-06-28,SLE,22
2021-06-28,TGO,63
2021-06-28,SSD,55
2021-06-28,TUN,111
2021-06-28,BDI,54
2021-06-28,BEN,52
2021-06-28,RWA,65
2021-06-28,GIN,66
2021-06-28,ZWE,94
2021-06-28,SEN,94
2021-06-28,SOM,141
2021-06-28,TCD,103
2021-06-28,ZMB,21
2021-06-28,MWI,89
2021-06-28,BFA,99
2021-06-28,MLI,155
2021-06-28,NER,194
2021-06-28,CMR,138
2021-06-28,CIV,170
2021-06-28,MDG,123
2021-06-28,MOZ,113
2021-06-28,GHA,159
2021-06-28,AGO,176
2021-06-28,MAR,177
2021-06-28,DZA,193
2021-06-28,SDN,219
2021-06-28,UGA,255
2021-06-28,KEN,181
2021-06-28,ZAF,279
2021-06-28,TZA,473
2021-06-28,COD,200
2021-06-28,EGY,567
2021-06-28,ETH,510
2021-06-28,NGA,1228
2021-06-28,QAT,7
2021-06-28,ARM,8
2021-06-28,MNG,4
2021-06-28,GEO,6
2021-06-28,KWT,9
2021-06-28,OMN,11
2021-06-28,PSE,18
2021-06-28,NZL,12
2021-06-28,LBN,13
2021-06-28,SGP,14
2021-06-28,TKM,14
2021-06-28,KGZ,4
2021-06-28,HKG,18
2021-06-28,LAO,20
2021-06-28,ARE,32
2021-06-28,ISR,28
2021-06-28,AZE,25
2021-06-28,TJK,25
2021-06-28,PNG,34
2021-06-28,JOR,29
2021-06-28,KHM,55
2021-06-28,KAZ,26
2021-06-28,LKA,56
2021-06-28,SYR,59
2021-06-28,PRK,84
2021-06-28,AUS,40
2021-06-28,NPL,64
2021-06-28,MYS,76
2021-06-28,YEM,98
2021-06-28,UZB,83
2021-06-28,SAU,70
2021-06-28,AFG,146
2021-06-28,IRQ,99
2021-06-28,KOR,238
2021-06-28,MMR,117
2021-06-28,THA,172
2021-06-28,TUR,310
2021-06-28,IRN,196
2021-06-28,VNM,224
2021-06-28,PHL,306
2021-06-28,BGD,156
2021-06-28,PAK,846
2021-06-28,IDN,713
2021-06-28,CHN,4602
2021-06-28,IND,3425
2021-06-28,LVA,118
2021-06-28,SVN,243
2021-06-28,LTU,462
2021-06-28,HRV,523
2021-06-28,IRL,531
2021-06-28,SVK,706
2021-06-28,FIN,922
2021-06-28,DNK,378
2021-06-28,BGR,1119
2021-06-28,AUT,1476
2021-06-28,HUN,596
2021-06-28,GRC,1871
2021-06-28,PRT,1623
2021-06-28,SWE,2393
2021-06-28,CZE,1821
2021-06-28,BEL,1420
2021-06-28,NLD,1656
2021-06-28,ROU,1948
2021-06-28,POL,1974
2021-06-28,ESP,12282
2021-06-28,ITA,5320
2021-06-28,FRA,0
2021-06-28,DEU,744
2021-06-28,JPN,13349
2021-06-28,CAN,4478
2021-06-28,USA,21785
2021-06-28,MKD,39
2021-06-28,MDA,103
2021-06-28,ALB,178
2021-06-28,BIH,80
2021-06-28,NOR,34
2021-06-28,SRB,184
2021-06-28,CHE,401
2021-06-28,BLR,318
2021-06-28,UKR,1172
2021-06-28,GBR,1984
2021-06-28,RUS,2883
2021-06-28,TTO,81
2021-06-28,JAM,0
2021-06-28,PRI,124
2021-06-28,URY,137
2021-06-28,PAN,190
2021-06-28,CRI,120
2021-06-28,SLV,310
2021-06-28,PRY,0
2021-06-28,NIC,191
2021-06-28,HND,477
2021-06-28,CUB,425
2021-06-28,DOM,792
2021-06-28,HTI,190
2021-06-28,BOL,618
2021-06-28,GTM,1281
2021-06-28,ECU,1287
2021-06-28,CHL,808
2021-06-28,VEN,1516
2021-06-28,PER,1200
2021-06-28,ARG,1823
2021-06-28,COL,2063
2021-06-28,MEX,8757
2021-06-28,BRA,8304
2021-07-05,GNQ,9
2021-07-05,GNB,8
2021-07-05,LSO,17
2021-07-05,GAB,2
2021-07-05,NAM,12
2021-07-05,BWA,13
2021-07-05,GMB,20
2021-07-05,ERI,18
2021-07-05,MRT,24
2021-07-05,LBR,32
2021-07-05,CAF,29
2021-07-05,COG,48
2021-07-05,LBY,66
2021-07-05,SLE,43
2021-07-05,TGO,40
2021-07-05,SSD,82
2021-07-05,TUN,40
2021-07-05,BDI,48
2021-07-05,BEN,52
2021-07-05,RWA,57
2021-07-05,GIN,93
2021-07-05,ZWE,89
2021-07-05,SEN,100
2021-07-05,SOM,104
2021-07-05,TCD,86
2021-07-05,ZMB,81
2021-07-05,MWI,0
2021-07-05,BFA,155
2021-07-05,MLI,114
2021-07-05,NER,103
2021-07-05,CMR,192
2021-07-05,CIV,219
2021-07-05,MDG,148
2021-07-05,MOZ,157
2021-07-05,GHA,95
2021-07-05,AGO,236
2021-07-05,MAR,58
2021-07-05,DZA,0
2021-07-05,SDN,122
2021-07-05,UGA,223
2021-07-05,KEN,0
2021-07-05,ZAF,298
2021-07-05,TZA,340
2021-07-05,COD,0
2021-07-05,EGY,607
2021-07-05,ETH,378
2021-07-05,NGA,584
2021-07-05,QAT,6
2021-07-05,ARM,9
2021-07-05,MNG,12
2021-07-05,GEO,20
2021-07-05,KWT,8
2021-07-05,OMN,0
2021-07-05,PSE,11
2021-07-05,NZL,35
2021-07-05,LBN,6
2021-07-05,SGP,18
2021-07-05,TKM,15
2021-07-05,KGZ,13
2021-07-05,HKG,25
2021-07-05,LAO,30
2021-07-05,ARE,40
2021-07-05,ISR,43
2021-07-05,AZE,72
2021-07-05,TJK,35
2021-07-05,PNG,28
2021-07-05,JOR,37
2021-07-05,KHM,71
2021-07-05,KAZ,104
2021-07-05,LKA,78
2021-07-05,SYR,50
2021-07-05,PRK,7
2021-07-05,AUS,139
2021-07-05,NPL,97
2021-07-05,MYS,129
2021-07-05,YEM,114
2021-07-05,UZB,57
2021-07-05,SAU,114
2021-07-05,AFG,291
2021-07-05,IRQ,174
